0	0	0	0	
1	0	1	0	
2	0	2	0	
3	0	3	0	
4	0	4	0	
5	0	5	0	
6	0	6	0	
7	0	7	0	
8	0	8	0	
9	0	9	0	
10	0	10	0	
11	0	11	0	
12	1	12	9.45455	
13	4.36364	13	13.8182	
14	4.45455	14	17.0909	
15	9.63636	15	20.2727	
16	13.0909	16	24.9091	
17	13.8182	17	27.5455	
18	4.18182	18	27.7273	
19	-3.36364	19	34.8182	
20	1	20	39.3636	
21	1.54545	21	42.3636	
22	4.27273	22	47.6364	
23	10.3636	23	57.1818	
24	4.45455	24	65.7273	
25	11.7273	25	65.8182	
26	14.5455	26	77.5455	
27	13.2727	27	83.4545	
28	8	28	73.8182	
29	10.2727	29	68.9091	
30	4.81818	30	64.5455	
31	12.5455	31	60.6364	
32	5.09091	32	52	
33	4.27273	33	46.1818	
34	4.36364	34	38.3636	
35	-1.27273	35	33.6364	
36	1.54545	36	28.4545	
37	4.27273	37	22.1818	
38	11.4545	38	22.4545	
39	11.0909	39	20.2727	
40	-0.636364	40	17.8182	
41	-0.181818	41	18.2727	
42	6.36364	42	16.8182	
43	4.90909	43	11.6364	
44	-0.727273	44	12.9091	
45	2.90909	45	6	
46	13.2727	46	1.63636	
47	12.7273	47	4.18182	
48	12.8182	48	8.09091	
49	12.5455	49	6	
50	11.1818	50	11.3636	
51	12.0909	51	2.72727	
52	7.63636	52	0.0909091	
53	11.2727	53	9.09091	
54	8.36364	54	8.18182	
55	13.9091	55	3.09091	
56	3.36364	56	3.27273	
57	-0.636364	57	-1.27273	
58	3.81818	58	-2.18182	
59	3.81818	59	9.45455	
60	7.18182	60	7.09091	
61	3.54545	61	3.81818	
62	-4	62	4.90909	
63	-4	63	7	
64	0.454545	64	7.54545	
65	6	65	6.27273	
66	2.36364	66	7.81818	
67	-2.27273	67	5.36364	
68	-6.54545	68	4.27273	
69	-3.54545	69	5.27273	
70	-2.81818	70	2.27273	
71	-0.818182	71	13.1818	
72	-7.27273	72	10.9091	
73	-12.3636	73	2.63636	
74	-10.1818	74	-9.27273	
75	-1.18182	75	-5.81818	
76	1.54545	76	0.454545	
77	-3.72727	77	-4.81818	
78	-4.45455	78	2.54545	
79	10.3636	79	15.0909	
80	-0.272727	80	5.54545	
81	1.72727	81	5.72727	
82	-6.45455	82	29	
83	-3	83	28.5455	
84	1.27273	84	24.0909	
85	9.54545	85	17.6364	
86	12.0909	86	13.0909	
87	25.0909	87	8.90909	
88	52.3636	88	20.5455	
89	80.4545	89	50.0909	
90	101	90	79.9091	
91	119.545	91	110.545	
92	121.364	92	148	
93	115.636	93	168.182	
94	112.545	94	171.909	
95	99	95	182.636	
96	94	96	163.182	
97	99.6364	97	155.909	
98	97.7273	98	187.455	
99	88	99	233.818	
100	86.6364	100	287.273	
101	73.3636	101	343.273	
102	70.7273	102	342.636	
103	58.3636	103	321.091	
104	62.3636	104	319.818	
105	54.8182	105	322.727	
106	57.2727	106	321.818	
107	57.9091	107	315.545	
108	57.6364	108	309.727	
109	54.6364	109	311.545	
110	55.5455	110	325.182	
111	55.8182	111	319.909	
112	54.8182	112	304.636	
113	56.9091	113	285.182	
114	56.9091	114	277.364	
115	64.3636	115	278	
116	59.1818	116	271	
117	48.0909	117	264.273	
118	41	118	253.545	
119	39.5455	119	249.636	
120	38.4545	120	268.545	
121	34.0909	121	271.091	
122	33.6364	122	256.364	
123	38.5455	123	261.727	
124	38.2727	124	266.182	
125	47.7273	125	249.818	
126	53.4545	126	245.273	
127	48.2727	127	241.182	
128	40.1818	128	226.909	
129	36.2727	129	233.727	
130	36.0909	130	232.182	
131	35.4545	131	227.091	
132	34.0909	132	231.182	
133	35.8182	133	242.182	
134	46.7273	134	226.636	
135	57.4545	135	221.545	
136	64.0909	136	224.182	
137	63.2727	137	218.273	
138	54.8182	138	215.909	
139	49.9091	139	219.727	
140	52.1818	140	221.364	
141	48.0909	141	213.273	
142	46.5455	142	212.091	
143	44.0909	143	201.909	
144	33.9091	144	215	
145	30.3636	145	200.545	
146	33.3636	146	196.455	
147	35.7273	147	210.364	
148	26.5455	148	208.273	
149	32	149	192.091	
150	25.5455	150	191.636	
151	32.4545	151	182.182	
152	42.0909	152	197.909	
153	36.7273	153	200.818	
154	29.4545	154	198.364	
155	40.0909	155	203.818	
156	45	156	209.364	
157	47.2727	157	204.091	
158	40.2727	158	204.909	
159	32.7273	159	209.727	
160	41.2727	160	203.182	
161	39.0909	161	212.818	
162	34.4545	162	201.636	
163	33.6364	163	204	
164	35.9091	164	212	
165	29.9091	165	205.091	
166	22.1818	166	203.545	
167	25.8182	167	190.909	
168	28.2727	168	192.364	
169	33.3636	169	192.182	
170	20.5455	170	198.727	
171	17.2727	171	199.909	
172	32.8182	172	193.909	
173	42.4545	173	193.455	
174	30.5455	174	194.636	
175	23.1818	175	199.455	
176	22.2727	176	200.182	
177	29.1818	177	218.364	
178	28.7273	178	220.364	
179	28.8182	179	213.636	
180	31.3636	180	213.818	
181	32.4545	181	190.545	
182	31.7273	182	175.364	
183	28.4545	183	201.818	
184	25.7273	184	194.727	
185	36.1818	185	188.455	
186	37.0909	186	197.273	
187	34.5455	187	214.091	
188	36.8182	188	207.455	
189	41.6364	189	195.455	
190	35	190	197.091	
191	26.8182	191	210.818	
192	35.8182	192	206.909	
193	43.5455	193	195.636	
194	45.1818	194	194.455	
195	38.6364	195	215.182	
196	34.0909	196	205.273	
197	33.0909	197	196.364	
198	34.9091	198	192.364	
199	35	199	195.636	
200	34.8182	200	187.091	
201	33.7273	201	182.091	
202	41.4545	202	192	
203	38.1818	203	198.182	
204	28	204	201	
205	22.4545	205	209	
206	31.5455	206	200.545	
207	31.5455	207	197.182	
208	30.2727	208	189.364	
209	35.4545	209	185.727	
210	40.7273	210	207.727	
211	31.3636	211	205.273	
212	26.4545	212	206	
213	27.8182	213	201.727	
214	21.5455	214	218	
215	24.5455	215	221.182	
216	24.6364	216	208.636	
217	23.8182	217	195	
218	24.2727	218	196.091	
219	19.8182	219	189.273	
220	22.0909	220	180	
221	31.1818	221	201.273	
222	38.0909	222	224.909	
223	34.7273	223	231.636	
224	33.2727	224	236.909	
225	33.4545	225	224.364	
226	28.5455	226	225.545	
227	25.6364	227	215.455	
228	32.5455	228	207.273	
229	30.1818	229	220.364	
230	44.1818	230	204.909	
231	45.5455	231	212	
232	39.8182	232	236.636	
233	30.8182	233	215.364	
234	33.2727	234	220.273	
235	26.9091	235	233.091	
236	25.6364	236	247.818	
237	33.4545	237	237	
238	36.6364	238	212.636	
239	39.2727	239	204.545	
240	37.5455	240	202.636	
241	34.0909	241	212.818	
242	31.1818	242	226.364	
243	31.3636	243	239.818	
244	35.8182	244	224.909	
245	39	245	209.909	
246	40.9091	246	214.818	
247	45.6364	247	238.182	
248	53.3636	248	240.818	
249	45.8182	249	242.273	
250	43.9091	250	225.636	
251	33.2727	251	214.545	
252	34	252	201.636	
253	39.5455	253	212.091	
254	45.2727	254	226.455	
255	50.4545	255	228.182	
256	42.9091	256	238.545	
257	44.0909	257	241.636	
258	34.3636	258	223.364	
259	39.5455	259	215.545	
260	45.2727	260	251.636	
261	44.7273	261	250.364	
262	34.8182	262	243.182	
263	26	263	253.909	
264	28.6364	264	263.818	
265	29.3636	265	258.182	
266	35.9091	266	249.909	
267	47.9091	267	249.091	
268	43	268	244.818	
269	43.6364	269	270.727	
270	42	270	270	
271	47.9091	271	262.818	
272	38.8182	272	258.545	
273	32.6364	273	254.455	
274	49	274	259.818	
275	48	275	269.364	
276	45.3636	276	270.182	
277	42.5455	277	265.455	
278	30.4545	278	261.545	
279	42.8182	279	252.273	
280	45.0909	280	266.091	
281	42.8182	281	260.545	
282	45.4545	282	250.182	
283	39.1818	283	254.909	
284	37.9091	284	260.909	
285	46.0909	285	270.909	
286	38.4545	286	301.364	
287	38.4545	287	300.364	
288	40	288	261.364	
289	50.5455	289	268.273	
290	52.6364	290	280.727	
291	35.8182	291	279	
292	42.2727	292	288	
293	54.7273	293	283.727	
294	56.6364	294	283.273	
295	45.8182	295	278.545	
296	39.1818	296	283.727	
297	50.4545	297	286.364	
298	54.1818	298	291.182	
299	49.6364	299	294.364	
300	55.0909	300	282.273	
301	60.6364	301	284.091	
302	57.2727	302	295.727	
303	44.3636	303	295.455	
304	44.0909	304	298.182	
305	47.4545	305	302.182	
306	48.4545	306	302.273	
307	53.6364	307	298.818	
308	57.0909	308	300.727	
309	58.6364	309	298.273	
310	54.9091	310	299.545	
311	43.7273	311	318.909	
312	47.0909	312	316.364	
313	54.6364	313	317.636	
314	42.0909	314	300.545	
315	56.8182	315	297	
316	46.2727	316	311.455	
317	53	317	331.273	
318	60.8182	318	333.636	
319	61.0909	319	330.364	
320	53.1818	320	332.636	
321	43.6364	321	326	
322	44	322	326.818	
323	43.3636	323	318.455	
324	39.2727	324	323	
325	46.5455	325	332.182	
326	51.7273	326	306	
327	45.2727	327	304.455	
328	42.1818	328	347.182	
329	50.4545	329	349.818	
330	61.5455	330	327	
331	71.5455	331	305.909	
332	62.7273	332	321.636	
333	62.3636	333	329.636	
334	68	334	330.636	
335	68	335	343.727	
336	65.7273	336	350.091	
337	63.8182	337	345.364	
338	68.0909	338	345.545	
339	67.8182	339	345.455	
340	54.1818	340	345.364	
341	60.5455	341	342.091	
342	66.8182	342	339.455	
343	63.6364	343	335.273	
344	55.5455	344	341.273	
345	55.6364	345	354.091	
346	54.4545	346	353.455	
347	62.6364	347	362.727	
348	68.4545	348	348.182	
349	60.8182	349	339.091	
350	52.4545	350	341.909	
351	52.1818	351	345	
352	54.3636	352	351.727	
353	56.0909	353	359.818	
354	58.1818	354	367.273	
355	61	355	369.909	
356	59.7273	356	368.364	
357	47.6364	357	381.818	
358	44.5455	358	381.273	
359	52.4545	359	382.545	
360	67.9091	360	372	
361	66.2727	361	359.364	
362	64.8182	362	361	
363	62.3636	363	377.455	
364	59.7273	364	373.818	
365	60.6364	365	370.273	
366	58.8182	366	390.545	
367	59.2727	367	374.091	
368	55.4545	368	345.091	
369	58.6364	369	354.545	
370	61.9091	370	343.182	
371	70.8182	371	358.727	
372	68.8182	372	367.818	
373	71.3636	373	386.727	
374	63.7273	374	386.545	
375	55.9091	375	379.909	
376	51.7273	376	384.909	
377	71.9091	377	395.182	
378	81.6364	378	384	
379	69.1818	379	366.636	
380	67.4545	380	388.182	
381	63	381	391.364	
382	62.7273	382	389.273	
383	66.7273	383	385.909	
384	69.1818	384	378.545	
385	68.1818	385	378.818	
386	64.7273	386	373.636	
387	60	387	366.273	
388	51.6364	388	364	
389	54.2727	389	372.909	
390	76.6364	390	353.273	
391	86.5455	391	353	
392	68.1818	392	354.273	
393	74.7273	393	376.636	
394	75.7273	394	395.545	
395	59.3636	395	383.182	
396	67.0909	396	380.091	
397	76.0909	397	384.909	
398	75.4545	398	378.455	
399	85.0909	399	400	
400	81.4545	400	402.818	
401	87.3636	401	413	
402	77.6364	402	394.818	
403	65.4545	403	391.182	
404	69.7273	404	378.636	
405	68.0909	405	360.727	
406	65	406	352.545	
407	69.4545	407	368.364	
408	73.3636	408	393.636	
409	73.1818	409	399.909	
410	80.0909	410	383.636	
411	84.8182	411	384.545	
412	71.2727	412	388.636	
413	75.5455	413	394.364	
414	78.2727	414	374.727	
415	73	415	356	
416	77.7273	416	369.636	
417	76.4545	417	385.636	
418	72.9091	418	389.273	
419	73.7273	419	392.455	
420	78.9091	420	392.545	
421	76.5455	421	396.818	
422	63.8182	422	387.182	
423	60.6364	423	403.364	
424	62.7273	424	397.909	
425	61	425	377.273	
426	73.2727	426	390.727	
427	71.4545	427	418.727	
428	65	428	417.273	
429	68.6364	429	415	
430	72.5455	430	425.909	
431	75.3636	431	422	
432	81.2727	432	415.455	
433	74.1818	433	412.091	
434	67.6364	434	410.636	
435	66.0909	435	407.273	
436	77.4545	436	391.545	
437	85	437	411.727	
438	85.8182	438	423.818	
439	79.4545	439	408.727	
440	73.8182	440	388.091	
441	77.0909	441	410.273	
442	84	442	412.273	
443	85.5455	443	427.273	
444	88.8182	444	406.364	
445	87.0909	445	411.091	
446	72.1818	446	427.727	
447	76.1818	447	403.818	
448	88.7273	448	401.545	
449	89.7273	449	393.091	
450	81.2727	450	417.727	
451	80.7273	451	408.727	
452	77.0909	452	399.455	
453	73.4545	453	404.909	
454	77.6364	454	408.909	
455	82.3636	455	401.545	
456	89.5455	456	416.364	
457	89.4545	457	428.364	
458	75.9091	458	416.909	
459	73.0909	459	407.818	
460	69.9091	460	413.182	
461	66.8182	461	402.364	
462	66.1818	462	407.273	
463	70.9091	463	413.091	
464	75.1818	464	430.091	
465	72.0909	465	424	
466	77.3636	466	434.182	
467	71.1818	467	435.636	
468	73.5455	468	444.455	
469	63.7273	469	436.091	
470	72.2727	470	415.818	
471	79.0909	471	408.818	
472	74.5455	472	406.091	
473	70	473	413.909	
474	78.2727	474	427.273	
475	82.9091	475	428.273	
476	85.3636	476	427.636	
477	76.2727	477	425	
478	67.8182	478	432.455	
479	61.0909	479	436.182	
480	61.7273	480	434.545	
481	69	481	436.545	
482	82.6364	482	449.727	
483	78.9091	483	467.091	
484	72.2727	484	470.909	
485	85.9091	485	458.182	
486	91.1818	486	444.636	
487	83.5455	487	450.818	
488	81.8182	488	454.909	
489	78.4545	489	445.091	
490	79.7273	490	458.909	
491	78.1818	491	448	
492	77.4545	492	471.091	
493	82.4545	493	458.182	
494	92.4545	494	444.182	
495	88.6364	495	467.909	
496	89.1818	496	440	
497	82.4545	497	439.909	
498	76.4545	498	454.091	
499	80.9091	499	462.818	
500	81.8182	500	464.364	
501	86.6364	501	437.727	
502	85.6364	502	477.818	
503	84	503	477.364	
504	85.5455	504	474.727	
505	89	505	469.727	
506	81.6364	506	495.636	
507	73.6364	507	484	
508	76.4545	508	466.818	
509	82.4545	509	479.091	
510	90.5455	510	494.091	
511	94.1818	511	490.182	
512	88.7273	512	498.909	
513	79.8182	513	498.545	
514	70.2727	514	501.545	
